# Nt = 32; \beta = 2.0; \kappa = 0.27; nmeas = 1000

# chi^2 - plt 3
'3'
 2  0.27000  0.1657081480304673E+01  0.2735799270656048E-01   1000
 4  0.27000  0.9781129277417543E+00  0.1595878918528251E+00   1000
 6  0.27000  0.6161283614939176E+00  0.3470426727594598E+00   1000
 8  0.27000  0.4146039747508080E+00  0.3009210720131607E-01   1000
12  0.27000  0.3055797652778016E+00  0.1440427552285162E-01   1000
16  0.27000  0.2577392272655579E+00  0.2835597433116771E-01   1000
24  0.27000  0.2337424107310160E+00  0.5951214159151874E-02   1000
32  0.27000  0.2335904055087320E+00  0.7009821077648912E-02   1000


# chi^2 - plt 4
'4'
 2  0.27000  0.1654330097152937E+01  0.5885079723700457E-01   1000
 4  0.27000  0.1003411291945578E+01  0.1549321412688144E+00   1000
 6  0.27000  0.7405421430223622E+00  0.7795446339324473E-01   1000
 8  0.27000  0.4115346700078207E+00  0.3395299399657751E-01   1000
12  0.27000  0.3044136528268979E+00  0.1486572508068463E-01   1000
16  0.27000  0.2690739684086295E+00  0.2783346207503539E-01   1000
24  0.27000  0.2327604590805214E+00  0.6492608593574482E-02   1000
32  0.27000  0.2334361268809977E+00  0.7430999446418987E-02   1000

